family,id,source,source_line,summary,primary_task,supporting_tasks,evidence_status
REQ-UX,REQ-UX-003,docs/ui_ux_controls.md,465,"While any modal is open, the UI shall trap focus in that modal and prevent background selection/construction changes.",task04,task06;task10,NOT_ASSESSED
REQ-UX,REQ-UX-004,docs/ui_ux_controls.md,466,"When the viewport or UI scale changes, the UI shall reflow to the defined breakpoint without overlapping active HUD rectangles or shrinking text below 14 logical pixels.",task10,,NOT_ASSESSED
REQ-UX,REQ-UX-005,docs/ui_ux_controls.md,467,"If a requested action is invalid, then the UI shall show the exact reason and required correction before allowing confirmation.",task04,task10,NOT_ASSESSED
REQ-UX,REQ-UX-006,docs/ui_ux_controls.md,468,"While simulation is paused, the UI shall keep camera, selection, inspection, and command previews operational without advancing gameplay.",task04,task07;task10,NOT_ASSESSED
REQ-UX,REQ-UX-007,docs/ui_ux_controls.md,469,"When a critical condition changes, the UI shall announce it once, group repeated causes, and preserve unresolved-condition visibility after acknowledgment.",task04,task07;task10,NOT_ASSESSED
REQ-UX,REQ-UX-008,docs/ui_ux_controls.md,470,"Where reduced motion is enabled, the UI shall remove the specified animations without removing information or changing action timing.",task10,,NOT_ASSESSED
REQ-UX,REQ-UX-009,docs/ui_ux_controls.md,471,"The UI shall expose keyboard-operable alternatives for all required mouse drag, world pick, slider, and reorder actions.",task10,task04,NOT_ASSESSED
REQ-UX,REQ-UX-010,docs/ui_ux_controls.md,472,"When a control is focused, the UI shall provide an accessible name, role, state, value, and description matching its visible function.",task10,task08,NOT_ASSESSED
REQ-UX,REQ-UX-011,docs/ui_ux_controls.md,473,"If an operation would discard a save or demolish a structure, then the UI shall show the concrete affected save/building, resource refund, and blocked evacuation before confirmation.",task06,task07;task09;task10,NOT_ASSESSED
REQ-UX,REQ-UX-012,docs/ui_ux_controls.md,474,"When the player cancels a preview, the UI shall remove only uncommitted preview state and leave inventory/job state unchanged.",task04,task06;task10,NOT_ASSESSED
REQ-UX,REQ-UX-013,docs/ui_ux_controls.md,475,"When a resident is selected by group or accessible list, the UI shall resolve persistent identity and generation rather than trusting a stale render instance index.",task04,task07;task08;task09;task10,NOT_ASSESSED
REQ-UX,REQ-UX-014,docs/ui_ux_controls.md,476,"Where future battle/campaign modules are absent, the UI shall hide attack, army, territory, and transfer-execution commands entirely.",task10,task04,NOT_ASSESSED
REQ-UX,REQ-UX-015,docs/ui_ux_controls.md,477,"When a gameplay unlock is unavailable, the UI shall show its milestone requirements in the relevant catalog without presenting it as an unexplained disabled button.",task08,task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-001,docs/movement_direction_amendment.md,34,"WHEN a resident changes spatial domain, the simulation shall execute a declared connection with stable endpoints and a valid traversal profile.",task05,task08,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-002,docs/movement_direction_amendment.md,35,"WHILE excavation is incomplete, the simulation shall keep its unfinished space unavailable for through travel.",task05,,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-003,docs/movement_direction_amendment.md,36,"WHEN any supported underground construction method completes a connected space, the simulation shall publish it through the same topology, room, service and reservation interfaces.",task05,task06,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-004,docs/movement_direction_amendment.md,37,"WHEN builders leave a completed tunnel, the simulation shall retain the passage until a valid world edit changes it.",task05,task04;task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-005,docs/movement_direction_amendment.md,38,"IF any required capability, body clearance, posture, grip or carried-load condition fails, THEN the planner shall reject that connection and identify the failed condition.",task05,task09;task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-006,docs/movement_direction_amendment.md,39,"WHEN a profile or topology revision changes, the planner shall revalidate affected future route segments before entry.",task05,,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-007,docs/movement_direction_amendment.md,40,"WHILE a resident occupies a transition, the simulation shall preserve its committed progress and valid occupancy when replanning or cancellation occurs.",task05,task07;task08,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-008,docs/movement_direction_amendment.md,41,"WHEN a player requests deletion of occupied access or its only safe exit, the world-edit transaction shall refuse removal until occupants and held reservations are safely resolved.",task05,task04;task06,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-009,docs/movement_direction_amendment.md,42,"IF a planned dive lacks a valid air endpoint or its required budget, THEN the simulation shall reject entry before submergence.",task05,task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-010,docs/movement_direction_amendment.md,43,"WHILE a budget-limited resident is submerged, the simulation shall account for travel and waiting on fixed ticks and shall consume no budget while paused.",task05,task04;task08,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-011,docs/movement_direction_amendment.md,44,"WHEN a resident begins canopy work, the planner shall validate the work contact and a supported return route.",task05,task08,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-012,docs/movement_direction_amendment.md,45,"WHEN a group requests a constrained route, the planner shall check each participant rather than granting passage from the presence of one specialist.",task05,,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-013,docs/movement_direction_amendment.md,46,"WHEN two residents share X/Z on different levels, the simulation shall retain distinct occupancy and shall require a real connection for transfer or service access.",task05,task04;task06;task08;task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-014,docs/movement_direction_amendment.md,47,"WHEN movement reaches an existing fishing task, the economy shall use the basin's existing authoritative stock and edible whitelist.",task05,task03,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-015,docs/movement_direction_amendment.md,48,"WHEN a view hides a floor, canopy or water layer, presentation shall preserve simulation occupancy, discovery and visibility.",task05,task07;task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-016,docs/movement_direction_amendment.md,49,"WHEN saving during traversal, the save shall preserve profile revision, occupied locations/edge, progress, reservations, queue order, pending planner readiness and consumed budgets needed for next-tick parity.",task09,task04;task05;task06;task07,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-017,docs/movement_direction_amendment.md,50,"WHILE distant rendering is active, the renderer shall retain the actual movement family and domain.",task05,task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-018,docs/movement_direction_amendment.md,51,"WHEN a route is blocked, the UI shall distinguish planning, waiting for access, incompatibility and lack of an exit using text as well as color.",task05,task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-019,docs/movement_direction_amendment.md,52,"WHEN a resident changes carried items before a crossing, the economy and movement systems shall agree on the committed load; presentation shall not stow or discard authoritative inventory implicitly.",task05,task06;task08;task09;task10,NOT_ASSESSED
MOVE-REQ,MOVE-REQ-020,docs/movement_direction_amendment.md,53,"WHEN a development stage lacks the completed movement contract, its release report shall identify that stage as partial and list unimplemented adopted requirements.",task10,task05,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-01,docs/movement_direction_amendment.md,110,"Connect a placed burrow, a planned tunnel and a freely excavated deeper room through finished access; expected: One valid job/service route; builder departure does not remove it",task05,task04;task06;task08;task10,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-02,docs/movement_direction_amendment.md,111,Haul through a completed tunnel; change to a load that fails its declared clearance; expected: Future incompatible entry is refused; inventory remains conserved,task05,task06;task09,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-03,docs/movement_direction_amendment.md,112,"Queue several residents at a constrained crossing; pause/save/reload mid-queue and mid-crossing; expected: Same next owner, progress, resources and authoritative hash as uninterrupted control",task09,task04;task05;task08,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-04,docs/movement_direction_amendment.md,113,Plan a dive with no valid exit or inadequate budget; then provide the fixture's valid exit/budget; expected: First entry rejected; valid case admitted under its profile; paused time consumes none,task05,task04,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-05,docs/movement_direction_amendment.md,114,Begin branch work and request removal of its only descent; expected: Destructive edit refused with a reason; resident remains on its real route,task05,task08,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-06,docs/movement_direction_amendment.md,115,Put residents above/below one another; switch cutaway and select each from the list; expected: Selection follows explicit identity; no cross-floor accidental transfer/picking,task05,task08,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-07,docs/movement_direction_amendment.md,116,Harvest one basin from bank and supported water work contacts; expected: One stock balance and the existing whitelist; no separate swimmer stock,task03,task05,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-08,docs/movement_direction_amendment.md,117,Run identical commands at 1×/2×/4× and multiple LOD/cutaway states; expected: Equal authoritative state at equal ticks; presentation differences do not alter travel,task09,task04;task05;task10,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-09,docs/movement_direction_amendment.md,118,Use a cheap nonlocal connection that defeats flat octile admissibility; expected: Production route equals Dijkstra reference cost and preserves deterministic ties,task05,task07;task09,NOT_ASSESSED
MOVE-TEST,MOVE-TEST-10,docs/movement_direction_amendment.md,119,"Exhaust each new finite arena and interrupt a topology edit; expected: Defined refusal/rollback; no corrupted handles, lost inventory or stranded occupant",task05,task06;task09,NOT_ASSESSED
SET-AMEND,REQ-ADM-001,docs/setting_rules_amendment.md,24,"The catalog compiler shall reject a food-source creature classified as sapient, a resident species also registered as food stock, and any mammal or bird harvest source.",task03,task07;task08,NOT_ASSESSED
SET-AMEND,REQ-ADM-002,docs/setting_rules_amendment.md,25,"When a food job reserves an aquatic stock, the system shall require membership in the exact edible aquatic whitelist and shall preserve the existing stock, quota, closure and hazard rules.",task03,task04;task07;task10,NOT_ASSESSED
SET-AMEND,REQ-ADM-003,docs/setting_rules_amendment.md,26,"If a command, scenario, recipe, lot, job or building references a retired key from Section 3, then the validator shall reject it before world mutation rather than substitute an item or spawn free resources.",task03,task04;task06;task07;task10,NOT_ASSESSED
SET-AMEND,REQ-ADM-004,docs/setting_rules_amendment.md,129,"When the immigration review displays an exception, the UI shall label it “Individual petition”, show its authored description and species, and expose the same exact housing/food consequences as ordinary candidates.",task08,task07;task10,NOT_ASSESSED
SET-AMEND,REQ-ADM-005,docs/setting_rules_amendment.md,130,"While automatic immigration is enabled, the system shall exclude authored exceptions from automatic acceptance and leave them available for an explicit player decision until expiry.",task08,task07,NOT_ASSESSED
SET-AMEND,REQ-ADM-006,docs/setting_rules_amendment.md,131,"When a candidate is accepted or refused, the system shall clear that pending row in the same committed transaction and reject repeated decisions on the cleared row.",task08,,NOT_ASSESSED
SET-AMEND,REQ-ADM-007,docs/setting_rules_amendment.md,132,"When job controls or mastery checks enumerate skills, the system shall omit RESERVED_3 and preserve the remaining numeric indices.",task04,task07,NOT_ASSESSED
SET-AMEND,REQ-ADM-008,docs/setting_rules_amendment.md,133,"When a v2 save is loaded, the validator shall require current rules/catalog hashes, canonical reserved fields and the scenario-bound admission profile before applying world data.",task09,task04;task10,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-01,docs/setting_rules_amendment.md,36,Retire listed hunting/game item keys; add only meal_nut_roast.,task06,task03;task07;task09,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-02,docs/setting_rules_amendment.md,37,Retire hunting main recipes; replace only game_roast with nut_roast.,task07,task03;task06;task09,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-03,docs/setting_rules_amendment.md,38,Remove game-animal ancillary recipes.,task07,task03;task09,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-04,docs/setting_rules_amendment.md,39,Remove hunter_hut without an empty-purpose replacement.,task06,task03;task09,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-05,docs/setting_rules_amendment.md,40,"Keep deer, boar, and grouse out of active food stocks and jobs.",task03,task04;task07;task09,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-06,docs/setting_rules_amendment.md,41,"Keep skill/job index 3 as zero, unassignable RESERVED_3 while preserving stride.",task04,task08;task09;task10,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-07,docs/setting_rules_amendment.md,42,Keep zone index 1 as rejected RESERVED_1 while preserving enum values.,task04,task03;task09;task10,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-08,docs/setting_rules_amendment.md,43,Retain FaunaStockReserved as canonical empty allocated schema.,task03,task09;task10,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-09,docs/setting_rules_amendment.md,44,Retain HUNTING RNG as a zero-draw tombstone.,task03,task09;task10,NOT_ASSESSED
SET-AMEND,SET-AMEND-001-RET-10,docs/setting_rules_amendment.md,45,Retain labor_hunt_mwu telemetry and require zero.,task10,task03;task09,NOT_ASSESSED
